@relation pole_swing_up

@attribute sin_theta numeric
@attribute cos_theta numeric
@attribute theta_d numeric
@attribute force {NONE,RIGHT,LEFT}
@attribute class numeric

@data
0.694,0.72,-0.569,NONE,0.687
0.677,0.736,0.101,NONE,0.68
0.708,0.706,0.772,NONE,0.72
0.783,0.622,1.489,NONE,0.802
0.886,0.464,2.287,NONE,0.907
0.978,0.209,3.176,NONE,0.989
0.988,-0.154,4.113,NONE,0.972
0.82,-0.573,4.972,NONE,0.758
0.758,-0.652,5.117,RIGHT,0.687
0.339,-0.941,5.114,RIGHT,0.241
-0.147,-0.989,4.657,RIGHT,-0.237
-0.541,-0.841,3.766,RIGHT,-0.601
-0.777,-0.629,2.575,RIGHT,-0.807
-0.883,-0.47,1.234,LEFT,-0.894
-0.927,-0.376,0.835,LEFT,-0.933
-0.948,-0.318,0.408,LEFT,-0.951
-0.954,-0.3,-0.027,LEFT,-0.954
-0.954,-0.3,-0.114,RIGHT,-0.952
-0.926,-0.379,-1.531,RIGHT,-0.913
-0.82,-0.572,-2.873,RIGHT,-0.784
-0.694,-0.72,-3.601,RIGHT,-0.639
-0.347,-0.938,-4.585,RIGHT,-0.259
0.135,-0.991,-5.146,RIGHT,0.237
0.611,-0.791,-5.22,RIGHT,0.69
0.919,-0.393,-4.901,RIGHT,0.953
0.998,0.061,-4.397,RIGHT,0.989
0.889,0.458,-3.919,RIGHT,0.851
0.659,0.752,-3.615,RIGHT,0.604
0.355,0.935,-3.577,RIGHT,0.287
-0.006,1.0,-3.865,NONE,-0.083
-0.387,0.922,-4.02,NONE,-0.46
-0.733,0.681,-4.531,NONE,-0.792
-0.967,0.255,-5.329,NONE,-0.989
-0.949,-0.316,-6.237,NONE,-0.902
-0.554,-0.832,-6.939,NONE,-0.433
0.119,-0.993,-7.092,NONE,0.258
0.723,-0.691,-6.59,NONE,0.807
0.989,-0.148,-5.659,NONE,0.999
0.933,0.359,-4.645,NONE,0.897
0.706,0.708,-3.791,NONE,0.652
0.423,0.906,-3.201,NONE,0.365
0.134,0.991,-2.898,NONE,0.077
-0.151,0.988,-2.878,NONE,-0.208
-0.208,0.978,-2.908,NONE,-0.265
-0.492,0.871,-3.22,NONE,-0.547
-0.76,0.65,-3.801,NONE,-0.808
-0.959,0.285,-4.611,NONE,-0.981
-0.976,-0.216,-5.529,NONE,-0.946
-0.688,-0.726,-6.313,NONE,-0.59
-0.105,-0.994,-6.653,NONE,0.028
0.524,-0.852,-6.372,NONE,0.627
0.913,-0.407,-5.581,NONE,0.953
0.996,0.09,-4.573,NONE,0.984
0.879,0.477,-3.603,LEFT,0.844
0.703,0.711,-2.299,LEFT,0.672
0.571,0.821,-1.163,LEFT,0.554
0.518,0.856,-0.13,LEFT,0.517
0.549,0.836,0.882,LEFT,0.566
0.662,0.75,1.955,LEFT,0.692
0.829,0.56,3.158,LEFT,0.864
0.978,0.21,4.511,LEFT,0.993
0.952,-0.305,5.927,LEFT,0.908
0.568,-0.823,7.14,LEFT,0.443
-0.148,-0.989,7.785,LEFT,-0.3
-0.445,-0.895,7.837,RIGHT,-0.578
-0.926,-0.377,6.555,RIGHT,-0.967
-0.981,0.193,5.034,RIGHT,-0.958
-0.812,0.584,3.603,RIGHT,-0.769
-0.604,0.797,2.381,RIGHT,-0.568
-0.448,0.894,1.353,LEFT,-0.423
-0.318,0.948,1.462,LEFT,-0.29
-0.166,0.986,1.706,LEFT,-0.132
0.022,1.0,2.113,LEFT,0.066
0.259,0.966,2.723,LEFT,0.313
0.544,0.839,3.583,LEFT,0.605
0.835,0.55,4.72,RIGHT,0.884
0.996,0.094,5.086,RIGHT,1.0
0.906,-0.423,5.488,RIGHT,0.854
0.543,-0.839,5.662,RIGHT,0.445
0.018,-1.0,5.387,RIGHT,-0.089
-0.467,-0.884,4.605,RIGHT,-0.545
-0.777,-0.629,3.439,RIGHT,-0.817
-0.919,-0.393,2.069,RIGHT,-0.934
-0.964,-0.266,0.627,RIGHT,-0.967
-0.962,-0.275,-0.819,RIGHT,-0.956
-0.908,-0.418,-2.225,RIGHT,-0.888
-0.752,-0.66,-3.521,RIGHT,-0.702
-0.429,-0.903,-4.574,RIGHT,-0.343
0.051,-0.999,-5.219,RIGHT,0.155
0.551,-0.834,-5.365,RIGHT,0.637
0.895,-0.446,-5.086,RIGHT,0.936
1.0,0.023,-4.589,RIGHT,0.994
0.959,0.285,-4.284,RIGHT,0.931
0.768,0.641,-3.887,RIGHT,0.716
0.476,0.879,-3.733,RIGHT,0.409
0.194,0.981,-3.838,RIGHT,0.117
-0.207,0.978,-4.3,RIGHT,-0.292
-0.627,0.779,-5.164,RIGHT,-0.706
-0.95,0.312,-6.396,RIGHT,-0.983
-0.983,0.185,-6.672,NONE,-0.999
-0.865,-0.502,-7.548,NONE,-0.779
-0.257,-0.966,-7.854,NONE,-0.098
0.515,-0.857,-7.837,NONE,0.641
0.96,-0.28,-7.0,NONE,0.989
0.935,0.356,-5.974,NONE,0.886
0.608,0.794,-5.147,NONE,0.524
0.163,0.987,-4.715,NONE,0.07
-0.208,0.978,-4.696,NONE,-0.3
-0.64,0.768,-5.069,NONE,-0.716
-0.945,0.328,-5.808,NONE,-0.977
-0.958,-0.287,-6.709,NONE,-0.91
-0.539,-0.842,-7.408,NONE,-0.409
0.182,-0.983,-7.518,NONE,0.326
0.79,-0.613,-6.943,NONE,0.866
1.0,-0.013,-5.967,NONE,0.995
0.861,0.508,-4.979,NONE,0.808
0.548,0.836,-4.234,NONE,0.476
0.179,0.984,-3.836,NONE,0.103
-0.198,0.98,-3.808,NONE,-0.272
-0.56,0.829,-4.142,NONE,-0.627
-0.862,0.507,-4.802,NONE,-0.907
-1.0,0.009,-5.682,NONE,-0.994
-0.994,-0.106,-5.866,LEFT,-0.975
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.61,-0.792,-1.523,RIGHT,0.634
0.718,-0.696,-1.355,RIGHT,0.736
0.798,-0.602,-1.097,RIGHT,0.811
0.851,-0.525,-0.778,RIGHT,0.859
0.881,-0.473,-0.421,RIGHT,0.885
0.892,-0.451,-0.048,RIGHT,0.892
0.886,-0.464,0.323,RIGHT,0.883
0.862,-0.507,0.676,LEFT,0.853
0.808,-0.589,1.725,LEFT,0.786
0.65,-0.76,2.926,LEFT,0.603
0.357,-0.934,3.897,LEFT,0.281
0.03,-1.0,4.419,RIGHT,-0.057
-0.371,-0.929,3.703,RIGHT,-0.436
-0.644,-0.765,2.662,RIGHT,-0.682
-0.787,-0.617,1.431,RIGHT,-0.803
-0.832,-0.554,0.123,RIGHT,-0.832
-0.802,-0.597,-1.178,RIGHT,-0.786
-0.682,-0.731,-2.396,RIGHT,-0.645
-0.442,-0.897,-3.428,RIGHT,-0.377
-0.076,-0.997,-4.152,RIGHT,0.009
0.352,-0.936,-4.473,RIGHT,0.434
0.721,-0.693,-4.393,RIGHT,0.779
0.942,-0.336,-4.022,RIGHT,0.966
0.999,0.035,-3.521,RIGHT,0.995
0.935,0.354,-3.033,RIGHT,0.912
0.799,0.601,-2.65,RIGHT,0.766
0.623,0.782,-2.426,RIGHT,0.585
0.421,0.907,-2.388,RIGHT,0.377
0.187,0.982,-2.563,RIGHT,0.136
-0.028,1.0,-2.877,NONE,-0.085
-0.315,0.949,-3.016,NONE,-0.372
-0.597,0.802,-3.431,NONE,-0.652
-0.849,0.528,-4.108,NONE,-0.891
-0.995,0.102,-4.98,NONE,-1.0
-0.904,-0.427,-5.881,NONE,-0.847
-0.484,-0.875,-6.525,NONE,-0.366
0.157,-0.988,-6.626,NONE,0.285
0.716,-0.698,-6.115,NONE,0.795
0.979,-0.203,-5.201,NONE,0.995
0.965,0.262,-4.183,NONE,0.94
0.804,0.595,-3.273,NONE,0.765
0.601,0.799,-2.554,NONE,0.56
0.405,0.914,-2.04,NONE,0.368
0.368,0.93,-1.96,NONE,0.332
0.196,0.981,-1.668,NONE,0.163
0.038,0.999,-1.539,NONE,0.007
-0.116,0.993,-1.562,NONE,-0.147
-0.276,0.961,-1.736,NONE,-0.31
-0.452,0.892,-2.072,NONE,-0.489
-0.644,0.765,-2.585,NONE,-0.684
-0.837,0.547,-3.283,NONE,-0.872
-0.978,0.207,-4.144,NONE,-0.992
-0.968,-0.25,-5.069,NONE,-0.938
-0.697,-0.717,-5.854,NONE,-0.607
-0.161,-0.987,-6.229,NONE,-0.037
0.44,-0.898,-6.024,NONE,0.544
0.855,-0.519,-5.31,NONE,0.905
0.998,-0.061,-4.333,NONE,1.0
0.949,0.315,-3.33,NONE,0.926
0.821,0.571,-2.432,NONE,0.793
0.687,0.726,-1.674,NONE,0.664
0.664,0.748,-1.538,NONE,0.642
0.568,0.823,-0.926,NONE,0.554
0.513,0.858,-0.393,NONE,0.507
0.5,0.866,0.102,NONE,0.503
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,RIGHT,0.001
0.025,-1.0,-0.489,RIGHT,0.035
0.096,-0.995,-0.927,RIGHT,0.115
0.205,-0.979,-1.271,RIGHT,0.231
0.34,-0.941,-1.491,RIGHT,0.367
0.48,-0.877,-1.574,RIGHT,0.507
0.61,-0.792,-1.523,RIGHT,0.634
0.718,-0.696,-1.355,RIGHT,0.736
0.798,-0.602,-1.097,RIGHT,0.811
0.851,-0.525,-0.778,RIGHT,0.859
0.877,-0.48,-0.494,LEFT,0.88
0.868,-0.497,0.864,LEFT,0.858
0.782,-0.623,2.165,LEFT,0.753
0.583,-0.812,3.318,LEFT,0.526
0.242,-0.97,4.196,LEFT,0.158
-0.201,-0.98,4.675,LEFT,-0.293
-0.625,-0.78,4.715,LEFT,-0.696
-0.906,-0.423,4.403,LEFT,-0.94
-1.0,-0.02,3.913,LEFT,-0.998
-0.941,0.339,3.416,LEFT,-0.916
-0.786,0.618,3.032,LEFT,-0.747
-0.575,0.819,2.832,RIGHT,-0.529
-0.371,0.929,1.851,RIGHT,-0.338
-0.234,0.972,1.045,RIGHT,-0.215
-0.166,0.986,0.348,RIGHT,-0.161
-0.165,0.986,-0.31,RIGHT,-0.172
-0.228,0.974,-0.99,RIGHT,-0.249
-0.359,0.933,-1.758,RIGHT,-0.393
-0.554,0.833,-2.678,RIGHT,-0.599
-0.789,0.615,-3.803,RIGHT,-0.835
-0.977,0.215,-5.134,RIGHT,-0.994
-0.933,-0.36,-6.539,RIGHT,-0.877
-0.469,-0.883,-7.692,RIGHT,-0.326
0.308,-0.951,-7.854,RIGHT,0.46
0.903,-0.429,-7.854,RIGHT,0.96
0.96,-0.28,-7.854,NONE,0.992
0.899,0.437,-6.861,NONE,0.832
0.456,0.89,-6.112,NONE,0.345
-0.122,0.993,-5.886,NONE,-0.237
-0.46,0.888,-6.022,RIGHT,-0.565
-0.906,0.424,-7.145,RIGHT,-0.958
-0.941,-0.338,-7.854,RIGHT,-0.869
-0.309,-0.951,-7.854,RIGHT,-0.121
0.617,-0.787,-7.854,RIGHT,0.758
0.991,-0.131,-7.854,LEFT,0.998
0.738,0.675,-7.854,LEFT,0.623
0.085,0.996,-7.013,LEFT,-0.054
-0.561,0.828,-6.69,LEFT,-0.666
-0.955,0.295,-6.894,LEFT,-0.987
-0.993,-0.121,-7.134,RIGHT,-0.965
-0.621,-0.784,-7.854,RIGHT,-0.48
0.206,-0.979,-7.854,RIGHT,0.379
0.895,-0.447,-7.854,RIGHT,0.959
0.922,0.386,-7.854,RIGHT,0.846
0.351,0.936,-7.854,RIGHT,0.196
-0.449,0.893,-7.854,RIGHT,-0.596
-0.981,0.196,-7.854,RIGHT,-1.0
-0.667,-0.745,-7.854,RIGHT,-0.487
0.394,-0.919,-7.854,RIGHT,0.593
1.0,-0.027,-7.854,RIGHT,0.981
0.486,0.874,-7.854,RIGHT,0.29
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.063,-0.998,0.761,LEFT,-0.078
-0.158,-0.987,1.146,LEFT,-0.181
-0.284,-0.959,1.419,LEFT,-0.311
-0.424,-0.906,1.557,LEFT,-0.452
-0.56,-0.828,1.559,LEFT,-0.586
-0.678,-0.735,1.435,LEFT,-0.699
-0.77,-0.638,1.21,LEFT,-0.785
-0.833,-0.553,0.911,LEFT,-0.843
-0.872,-0.49,0.567,LEFT,-0.877
-0.89,-0.456,0.198,LEFT,-0.891
-0.891,-0.455,-0.176,LEFT,-0.889
-0.874,-0.487,-0.538,LEFT,-0.868
-0.837,-0.547,-0.871,LEFT,-0.827
-0.777,-0.63,-1.154,LEFT,-0.762
-0.692,-0.722,-1.363,LEFT,-0.671
-0.582,-0.814,-1.474,LEFT,-0.557
-0.455,-0.89,-1.468,LEFT,-0.429
-0.326,-0.946,-1.336,LEFT,-0.3
-0.208,-0.978,-1.083,LEFT,-0.187
-0.117,-0.993,-0.731,LEFT,-0.104
-0.103,-0.995,-0.651,RIGHT,-0.09
-0.011,-1.0,-1.203,RIGHT,0.014
0.132,-0.991,-1.632,RIGHT,0.165
0.306,-0.952,-1.902,RIGHT,0.342
0.485,-0.874,-1.994,RIGHT,0.52
0.647,-0.763,-1.917,RIGHT,0.675
0.774,-0.633,-1.699,RIGHT,0.795
0.862,-0.507,-1.379,RIGHT,0.876
0.916,-0.401,-0.993,RIGHT,0.924
0.945,-0.327,-0.571,RIGHT,0.948
0.955,-0.297,-0.223,RIGHT,0.956
0.955,-0.297,0.214,RIGHT,0.953
0.949,-0.317,0.472,RIGHT,0.945
0.925,-0.38,0.885,RIGHT,0.918
0.879,-0.477,1.26,RIGHT,0.866
0.802,-0.597,1.572,RIGHT,0.783
0.69,-0.724,1.79,RIGHT,0.664
0.546,-0.838,1.879,RIGHT,0.514
0.382,-0.924,1.816,RIGHT,0.348
0.218,-0.976,1.591,RIGHT,0.187
0.078,-0.997,1.219,RIGHT,0.054
-0.021,-1.0,0.733,RIGHT,-0.034
-0.067,-0.998,0.182,RIGHT,-0.069
-0.057,-0.998,-0.382,RIGHT,-0.048
0.009,-1.0,-0.903,RIGHT,0.027
0.121,-0.993,-1.332,RIGHT,0.148
0.267,-0.964,-1.629,RIGHT,0.299
0.427,-0.904,-1.772,RIGHT,0.459
0.49,-0.871,-1.785,NONE,0.521
0.617,-0.787,-1.222,NONE,0.635
0.685,-0.729,-0.571,NONE,0.692
0.702,-0.713,0.115,NONE,0.699
0.668,-0.744,0.786,NONE,0.656
0.583,-0.812,1.392,NONE,0.559
0.442,-0.897,1.882,NONE,0.407
0.249,-0.969,2.204,NONE,0.206
0.024,-1.0,2.316,NONE,-0.023
-0.203,-0.979,2.204,NONE,-0.245
-0.399,-0.917,1.885,NONE,-0.432
-0.544,-0.839,1.402,NONE,-0.567
-0.634,-0.773,0.809,NONE,-0.646
-0.671,-0.741,0.16,NONE,-0.672
-0.658,-0.753,-0.494,NONE,-0.65
-0.596,-0.803,-1.104,NONE,-0.577
-0.48,-0.877,-1.622,NONE,-0.451
-0.313,-0.95,-1.997,NONE,-0.275
-0.107,-0.994,-2.185,NONE,-0.064
0.111,-0.994,-2.161,NONE,0.153
0.195,-0.981,-2.092,RIGHT,0.236
0.405,-0.914,-2.277,RIGHT,0.446
0.601,-0.799,-2.259,RIGHT,0.636
0.76,-0.65,-2.067,RIGHT,0.785
0.869,-0.494,-1.745,RIGHT,0.886
0.935,-0.354,-1.342,RIGHT,0.944
0.969,-0.248,-0.896,RIGHT,0.973
0.973,-0.231,-0.804,RIGHT,0.976
0.985,-0.174,-0.338,RIGHT,0.986
0.986,-0.169,-0.245,NONE,0.986
0.984,-0.18,0.527,LEFT,0.981
0.953,-0.301,1.968,LEFT,0.94
0.841,-0.541,3.33,LEFT,0.801
0.568,-0.823,4.497,LEFT,0.491
0.111,-0.994,5.294,LEFT,0.005
-0.423,-0.906,5.585,LEFT,-0.521
-0.836,-0.549,5.395,LEFT,-0.89
-0.998,-0.064,4.923,LEFT,-0.999
-0.92,0.391,4.42,LEFT,-0.883
-0.679,0.734,4.084,LEFT,-0.616
-0.335,0.942,4.041,LEFT,-0.258
0.075,0.997,4.367,LEFT,0.163
0.518,0.855,5.11,LEFT,0.605
0.896,0.444,6.26,LEFT,0.945
0.973,-0.232,7.643,LEFT,0.925
0.632,-0.775,8.633,LEFT,0.487
-0.217,-0.976,9.266,LEFT,-0.393
-0.909,-0.416,9.078,LEFT,-0.969
-0.998,-0.07,8.864,RIGHT,-0.995
-0.739,0.674,7.386,RIGHT,-0.633
-0.147,0.989,6.373,RIGHT,-0.022
0.448,0.894,5.967,RIGHT,0.551
0.874,0.486,6.074,RIGHT,0.926
0.993,-0.117,6.457,RIGHT,0.97
0.711,-0.703,6.758,RIGHT,0.609
0.116,-0.993,6.611,RIGHT,-0.014
-0.49,-0.872,5.854,RIGHT,-0.586
-0.861,-0.508,4.616,RIGHT,-0.903
-0.99,-0.143,3.155,RIGHT,-0.997
-0.995,0.097,1.653,RIGHT,-0.992
-0.982,0.187,0.176,RIGHT,-0.982
-0.991,0.132,-1.284,RIGHT,-0.995
-0.998,-0.069,-2.741,RIGHT,-0.992
-0.915,-0.402,-4.156,RIGHT,-0.877
-0.626,-0.78,-5.384,RIGHT,-0.537
-0.093,-0.996,-6.195,RIGHT,0.031
0.516,-0.856,-6.419,RIGHT,0.621
0.867,-0.498,-6.213,NONE,0.921
0.999,0.051,-5.214,NONE,0.988
0.867,0.498,-4.238,NONE,0.822
0.617,0.787,-3.467,NONE,0.562
0.339,0.941,-2.966,NONE,0.283
0.063,0.998,-2.742,NONE,0.008
-0.209,0.978,-2.786,NONE,-0.264
-0.482,0.876,-3.096,NONE,-0.536
-0.744,0.668,-3.665,NONE,-0.792
-0.947,0.321,-4.462,NONE,-0.972
-0.986,-0.164,-5.379,NONE,-0.963
-0.735,-0.678,-6.192,NONE,-0.644
-0.181,-0.984,-6.595,NONE,-0.049
0.455,-0.89,-6.388,NONE,0.564
0.881,-0.473,-5.647,NONE,0.928
1.0,0.023,-4.651,NONE,0.993
0.906,0.424,-3.664,NONE,0.873
0.724,0.689,-2.83,NONE,0.685
0.531,0.847,-2.191,NONE,0.495
0.357,0.934,-1.738,NONE,0.325
0.206,0.979,-1.449,NONE,0.178
0.071,0.997,-1.301,NONE,0.045
-0.057,0.998,-1.281,NONE,-0.083
-0.189,0.982,-1.388,NONE,-0.216
-0.333,0.943,-1.627,NONE,-0.364
-0.364,0.931,-1.692,RIGHT,-0.397
-0.554,0.833,-2.616,RIGHT,-0.598
-0.785,0.62,-3.738,RIGHT,-0.83
-0.974,0.228,-5.066,RIGHT,-0.992
-0.94,-0.34,-6.473,RIGHT,-0.887
-0.491,-0.871,-7.641,RIGHT,-0.351
0.28,-0.96,-7.854,RIGHT,0.433
0.89,-0.457,-7.854,RIGHT,0.951
0.956,0.294,-7.456,RIGHT,0.902
0.52,0.854,-7.128,RIGHT,0.393
-0.172,0.985,-7.376,RIGHT,-0.316
-0.814,0.581,-7.854,RIGHT,-0.9
-0.962,-0.273,-7.854,RIGHT,-0.891
-0.267,-0.964,-7.854,RIGHT,-0.055
0.728,-0.685,-7.854,RIGHT,0.858
0.948,-0.319,-7.854,RIGHT,0.994
0.755,0.655,-7.854,RIGHT,0.608
-0.154,0.988,-7.854,RIGHT,-0.353
-0.939,0.343,-7.854,RIGHT,-0.992
-0.67,-0.743,-7.854,RIGHT,-0.464
-0.464,-0.886,-7.854,LEFT,-0.227
0.687,-0.726,-7.854,LEFT,0.838
0.954,0.3,-7.854,LEFT,0.873
0.29,0.957,-7.854,LEFT,0.113
-0.558,0.83,-7.854,LEFT,-0.693
-0.995,0.101,-7.854,LEFT,-0.997
-0.689,-0.724,-7.854,LEFT,-0.545
0.153,-0.988,-7.854,LEFT,0.324
0.839,-0.544,-7.81,LEFT,0.912
0.991,0.13,-6.301,LEFT,0.968
0.773,0.635,-4.862,LEFT,0.709
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,NONE,0.0
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.096,-0.995,0.927,LEFT,-0.115
-0.205,-0.979,1.271,LEFT,-0.231
-0.34,-0.941,1.491,LEFT,-0.367
-0.48,-0.877,1.574,LEFT,-0.507
-0.61,-0.792,1.523,LEFT,-0.634
-0.699,-0.715,1.397,LEFT,-0.718
-0.784,-0.62,1.155,LEFT,-0.798
-0.843,-0.538,0.845,LEFT,-0.851
-0.859,-0.512,0.709,LEFT,-0.866
-0.885,-0.466,0.347,LEFT,-0.888
-0.892,-0.451,-0.027,LEFT,-0.892
-0.883,-0.47,-0.396,LEFT,-0.878
-0.854,-0.52,-0.743,LEFT,-0.846
-0.804,-0.595,-1.048,LEFT,-0.791
-0.729,-0.685,-1.29,LEFT,-0.711
-0.628,-0.778,-1.443,LEFT,-0.605
-0.507,-0.862,-1.486,LEFT,-0.481
-0.377,-0.926,-1.404,LEFT,-0.351
-0.252,-0.968,-1.198,LEFT,-0.23
-0.15,-0.989,-0.882,LEFT,-0.133
-0.082,-0.997,-0.485,LEFT,-0.072
-0.055,-0.999,-0.045,LEFT,-0.055
-0.073,-0.997,0.394,RIGHT,-0.079
-0.082,-0.997,-0.187,RIGHT,-0.078
-0.036,-0.999,-0.745,RIGHT,-0.02
0.064,-0.998,-1.225,RIGHT,0.089
0.204,-0.979,-1.583,RIGHT,0.235
0.367,-0.93,-1.787,RIGHT,0.4
0.529,-0.849,-1.829,RIGHT,0.56
0.671,-0.741,-1.721,RIGHT,0.696
0.782,-0.623,-1.49,RIGHT,0.8
0.858,-0.514,-1.171,RIGHT,0.869
0.904,-0.427,-0.795,RIGHT,0.911
0.928,-0.373,-0.39,RIGHT,0.931
0.935,-0.355,0.026,RIGHT,0.934
0.926,-0.378,0.437,RIGHT,0.923
0.9,-0.435,0.827,RIGHT,0.893
0.852,-0.524,1.178,RIGHT,0.839
0.776,-0.631,1.464,RIGHT,0.756
0.667,-0.745,1.658,RIGHT,0.642
0.531,-0.847,1.73,RIGHT,0.501
0.379,-0.925,1.659,RIGHT,0.349
0.231,-0.973,1.441,RIGHT,0.203
0.105,-0.994,1.091,RIGHT,0.084
0.018,-1.0,0.638,RIGHT,0.006
-0.021,-1.0,0.129,RIGHT,-0.022
-0.008,-1.0,-0.388,RIGHT,0.001
0.056,-0.998,-0.862,RIGHT,0.073
0.161,-0.987,-1.248,RIGHT,0.186
0.296,-0.955,-1.512,RIGHT,0.326
0.444,-0.896,-1.633,RIGHT,0.473
0.583,-0.812,-1.613,RIGHT,0.609
0.609,-0.793,-1.593,RIGHT,0.634
0.722,-0.692,-1.423,RIGHT,0.741
0.806,-0.593,-1.159,RIGHT,0.819
0.861,-0.509,-0.831,RIGHT,0.868
0.892,-0.452,-0.464,RIGHT,0.896
0.904,-0.428,-0.08,RIGHT,0.904
0.903,-0.43,0.151,NONE,0.901
0.876,-0.482,1.021,NONE,0.865
0.798,-0.602,1.831,NONE,0.775
0.648,-0.762,2.525,NONE,0.608
0.413,-0.911,3.024,NONE,0.356
0.109,-0.994,3.252,RIGHT,0.045
-0.188,-0.982,2.678,RIGHT,-0.239
-0.406,-0.914,1.856,RIGHT,-0.438
-0.527,-0.85,0.877,RIGHT,-0.541
-0.558,-0.83,-0.165,RIGHT,-0.553
-0.5,-0.866,-1.183,RIGHT,-0.477
-0.388,-0.922,-1.923,NONE,-0.352
-0.19,-0.982,-2.189,NONE,-0.147
0.033,-0.999,-2.244,NONE,0.077
0.248,-0.969,-2.084,NONE,0.287
0.428,-0.904,-1.729,NONE,0.458
0.558,-0.83,-1.227,NONE,0.577
0.632,-0.775,-0.63,NONE,0.641
0.656,-0.755,0.008,NONE,0.655
0.632,-0.775,0.64,NONE,0.62
0.556,-0.831,1.217,NONE,0.535
0.429,-0.903,1.689,NONE,0.398
0.292,-0.956,1.959,LEFT,0.253
0.254,-0.967,2.109,LEFT,0.211
0.013,-1.0,2.72,LEFT,-0.043
-0.275,-0.961,3.064,LEFT,-0.334
-0.557,-0.831,3.122,LEFT,-0.607
-0.78,-0.626,2.93,LEFT,-0.815
-0.921,-0.39,2.562,LEFT,-0.939
-0.94,-0.342,2.475,RIGHT,-0.954
-0.985,-0.174,1.009,RIGHT,-0.988
-0.989,-0.148,-0.463,RIGHT,-0.987
-0.965,-0.264,-1.911,RIGHT,-0.953
-0.864,-0.504,-3.291,RIGHT,-0.827
-0.606,-0.795,-4.488,RIGHT,-0.531
-0.157,-0.988,-5.326,RIGHT,-0.05
0.386,-0.922,-5.658,RIGHT,0.488
0.818,-0.575,-5.495,RIGHT,0.876
0.996,-0.085,-5.031,RIGHT,1.0
0.924,0.382,-4.524,RIGHT,0.886
0.679,0.734,-4.185,RIGHT,0.615
0.615,0.789,-4.149,NONE,0.549
0.341,0.94,-3.742,LEFT,0.272
0.012,1.0,-3.039,LEFT,-0.048
-0.267,0.964,-2.64,LEFT,-0.317
-0.316,0.949,-2.592,RIGHT,-0.367
-0.585,0.811,-3.5,RIGHT,-0.642
-0.858,0.514,-4.67,RIGHT,-0.903
-1.0,0.005,-6.046,RIGHT,-0.993
-0.785,-0.62,-7.391,RIGHT,-0.683
-0.112,-0.994,-7.854,RIGHT,0.054
0.666,-0.746,-7.854,RIGHT,0.781
1.0,-0.021,-7.854,RIGHT,0.991
0.732,0.681,-7.494,RIGHT,0.623
0.077,0.997,-7.503,RIGHT,-0.074
-0.647,0.763,-7.854,RIGHT,-0.764
-1.0,-0.014,-7.854,RIGHT,-0.979
-0.517,-0.856,-7.854,RIGHT,-0.322
0.527,-0.85,-7.854,RIGHT,0.701
0.997,0.075,-7.854,RIGHT,0.959
0.439,0.899,-7.854,RIGHT,0.246
0.246,0.969,-7.854,NONE,0.044
-0.703,0.712,-7.854,NONE,-0.835
-0.959,-0.284,-7.854,NONE,-0.871
-0.356,-0.935,-7.854,RIGHT,-0.128
0.733,-0.68,-7.854,RIGHT,0.872
0.916,0.401,-7.854,RIGHT,0.803
0.04,0.999,-7.854,RIGHT,-0.184
-0.897,0.441,-7.854,RIGHT,-0.977
0.0,-1.0,0.0,LEFT,-0.001
-0.025,-1.0,0.489,LEFT,-0.035
-0.036,-0.999,0.582,RIGHT,-0.046
-0.066,-0.998,0.025,RIGHT,-0.065
-0.041,-0.999,-0.529,RIGHT,-0.029
0.038,-0.999,-1.027,RIGHT,0.059
0.161,-0.987,-1.42,RIGHT,0.189
0.312,-0.95,-1.674,RIGHT,0.344
0.471,-0.882,-1.773,RIGHT,0.502
0.618,-0.786,-1.72,RIGHT,0.645
0.738,-0.674,-1.536,RIGHT,0.758
0.825,-0.565,-1.253,RIGHT,0.839
